,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
231,frozenset({'abtest_control'}),"frozenset({'nrOfPictures_0', 'kilometer_150000'})",0.4856,0.64,0.3098,0.6379736408566722,0.9968338138385503,-0.0009839999999999849,0.9944027303754267
232,"frozenset({'notRepairedDamage_nein', 'abtest_control'})",frozenset({'nrOfPictures_0'}),0.3438,1.0,0.3438,1.0,1.0,0.0,inf
233,"frozenset({'abtest_control', 'nrOfPictures_0'})",frozenset({'notRepairedDamage_nein'}),0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
234,frozenset({'abtest_control'}),"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})",0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
235,"frozenset({'nrOfPictures_0', 'abtest_test'})",frozenset({'gearbox_manuell'}),0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
236,"frozenset({'abtest_test', 'gearbox_manuell'})",frozenset({'nrOfPictures_0'}),0.3796,1.0,0.3796,1.0,1.0,0.0,inf
237,frozenset({'abtest_test'}),"frozenset({'nrOfPictures_0', 'gearbox_manuell'})",0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
238,"frozenset({'nrOfPictures_0', 'abtest_test'})",frozenset({'kilometer_150000'}),0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
239,"frozenset({'abtest_test', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.3302,1.0,0.3302,1.0,1.0,0.0,inf
240,frozenset({'abtest_test'}),"frozenset({'nrOfPictures_0', 'kilometer_150000'})",0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
241,"frozenset({'nrOfPictures_0', 'abtest_test'})",frozenset({'fuelType_benzin'}),0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
242,"frozenset({'abtest_test', 'fuelType_benzin'})",frozenset({'nrOfPictures_0'}),0.3096,1.0,0.3096,1.0,1.0,0.0,inf
243,frozenset({'abtest_test'}),"frozenset({'nrOfPictures_0', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
244,"frozenset({'notRepairedDamage_nein', 'abtest_test'})",frozenset({'nrOfPictures_0'}),0.3632,1.0,0.3632,1.0,1.0,0.0,inf
245,"frozenset({'nrOfPictures_0', 'abtest_test'})",frozenset({'notRepairedDamage_nein'}),0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
246,frozenset({'abtest_test'}),"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
247,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell'})",frozenset({'kilometer_150000'}),0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
248,"frozenset({'notRepairedDamage_nein', 'kilometer_150000'})",frozenset({'gearbox_manuell'}),0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
249,"frozenset({'gearbox_manuell', 'kilometer_150000'})",frozenset({'notRepairedDamage_nein'}),0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
250,"frozenset({'nrOfPictures_0', 'gearbox_manuell'})",frozenset({'kilometer_150000'}),0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
251,"frozenset({'nrOfPictures_0', 'kilometer_150000'})",frozenset({'gearbox_manuell'}),0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
252,"frozenset({'gearbox_manuell', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.4796,1.0,0.4796,1.0,1.0,0.0,inf
253,frozenset({'gearbox_manuell'}),"frozenset({'nrOfPictures_0', 'kilometer_150000'})",0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
254,frozenset({'kilometer_150000'}),"frozenset({'nrOfPictures_0', 'gearbox_manuell'})",0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
255,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell'})",frozenset({'fuelType_benzin'}),0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
256,"frozenset({'notRepairedDamage_nein', 'fuelType_benzin'})",frozenset({'gearbox_manuell'}),0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
257,"frozenset({'gearbox_manuell', 'fuelType_benzin'})",frozenset({'notRepairedDamage_nein'}),0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
258,"frozenset({'nrOfPictures_0', 'gearbox_manuell'})",frozenset({'fuelType_benzin'}),0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
259,"frozenset({'nrOfPictures_0', 'fuelType_benzin'})",frozenset({'gearbox_manuell'}),0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
260,"frozenset({'gearbox_manuell', 'fuelType_benzin'})",frozenset({'nrOfPictures_0'}),0.4756,1.0,0.4756,1.0,1.0,0.0,inf
261,frozenset({'gearbox_manuell'}),"frozenset({'nrOfPictures_0', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
262,frozenset({'fuelType_benzin'}),"frozenset({'nrOfPictures_0', 'gearbox_manuell'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
263,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})",frozenset({'gearbox_manuell'}),0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
264,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell'})",frozenset({'nrOfPictures_0'}),0.5286,1.0,0.5286,1.0,1.0,0.0,inf
265,"frozenset({'nrOfPictures_0', 'gearbox_manuell'})",frozenset({'notRepairedDamage_nein'}),0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
266,frozenset({'notRepairedDamage_nein'}),"frozenset({'nrOfPictures_0', 'gearbox_manuell'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
267,frozenset({'gearbox_manuell'}),"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
268,"frozenset({'kilometer_150000', 'fuelType_benzin'})",frozenset({'nrOfPictures_0'}),0.3514,1.0,0.3514,1.0,1.0,0.0,inf
269,"frozenset({'notRepairedDamage_nein', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.4216,1.0,0.4216,1.0,1.0,0.0,inf
270,"frozenset({'nrOfPictures_0', 'kilometer_150000'})",frozenset({'notRepairedDamage_nein'}),0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
271,frozenset({'kilometer_150000'}),"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})",0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
272,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})",frozenset({'fuelType_benzin'}),0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
273,"frozenset({'notRepairedDamage_nein', 'fuelType_benzin'})",frozenset({'nrOfPictures_0'}),0.4306,1.0,0.4306,1.0,1.0,0.0,inf
274,"frozenset({'nrOfPictures_0', 'fuelType_benzin'})",frozenset({'notRepairedDamage_nein'}),0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
275,frozenset({'notRepairedDamage_nein'}),"frozenset({'nrOfPictures_0', 'fuelType_benzin'})",0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
276,frozenset({'fuelType_benzin'}),"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})",0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
277,"frozenset({'offerType_Angebot', 'abtest_control', 'gearbox_manuell'})",frozenset({'seller_privat'}),0.3598,1.0,0.3598,1.0,1.0,0.0,inf
278,"frozenset({'offerType_Angebot', 'abtest_control', 'seller_privat'})",frozenset({'gearbox_manuell'}),0.4856,0.7394,0.3598,0.7409390444810544,1.0020814775237414,0.0007473600000000302,1.0059408585055647
279,"frozenset({'seller_privat', 'abtest_control', 'gearbox_manuell'})",frozenset({'offerType_Angebot'}),0.3598,1.0,0.3598,1.0,1.0,0.0,inf
280,"frozenset({'offerType_Angebot', 'abtest_control'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.4856,0.7394,0.3598,0.7409390444810544,1.0020814775237414,0.0007473600000000302,1.0059408585055647
281,"frozenset({'abtest_control', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.3598,1.0,0.3598,1.0,1.0,0.0,inf
282,"frozenset({'abtest_control', 'seller_privat'})","frozenset({'offerType_Angebot', 'gearbox_manuell'})",0.4856,0.7394,0.3598,0.7409390444810544,1.0020814775237414,0.0007473600000000302,1.0059408585055647
283,frozenset({'abtest_control'}),"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell'})",0.4856,0.7394,0.3598,0.7409390444810544,1.0020814775237414,0.0007473600000000302,1.0059408585055647
284,"frozenset({'offerType_Angebot', 'abtest_control', 'seller_privat'})",frozenset({'kilometer_150000'}),0.4856,0.64,0.3098,0.6379736408566722,0.9968338138385503,-0.0009839999999999849,0.9944027303754267
285,"frozenset({'offerType_Angebot', 'abtest_control', 'kilometer_150000'})",frozenset({'seller_privat'}),0.3098,1.0,0.3098,1.0,1.0,0.0,inf
286,"frozenset({'abtest_control', 'seller_privat', 'kilometer_150000'})",frozenset({'offerType_Angebot'}),0.3098,1.0,0.3098,1.0,1.0,0.0,inf
287,"frozenset({'offerType_Angebot', 'abtest_control'})","frozenset({'seller_privat', 'kilometer_150000'})",0.4856,0.64,0.3098,0.6379736408566722,0.9968338138385503,-0.0009839999999999849,0.9944027303754267
288,"frozenset({'abtest_control', 'seller_privat'})","frozenset({'offerType_Angebot', 'kilometer_150000'})",0.4856,0.64,0.3098,0.6379736408566722,0.9968338138385503,-0.0009839999999999849,0.9944027303754267
289,"frozenset({'abtest_control', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.3098,1.0,0.3098,1.0,1.0,0.0,inf
290,frozenset({'abtest_control'}),"frozenset({'offerType_Angebot', 'seller_privat', 'kilometer_150000'})",0.4856,0.64,0.3098,0.6379736408566722,0.9968338138385503,-0.0009839999999999849,0.9944027303754267
291,"frozenset({'offerType_Angebot', 'abtest_control', 'seller_privat'})",frozenset({'notRepairedDamage_nein'}),0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
292,"frozenset({'offerType_Angebot', 'abtest_control', 'notRepairedDamage_nein'})",frozenset({'seller_privat'}),0.3438,1.0,0.3438,1.0,1.0,0.0,inf
293,"frozenset({'notRepairedDamage_nein', 'abtest_control', 'seller_privat'})",frozenset({'offerType_Angebot'}),0.3438,1.0,0.3438,1.0,1.0,0.0,inf
294,"frozenset({'offerType_Angebot', 'abtest_control'})","frozenset({'notRepairedDamage_nein', 'seller_privat'})",0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
295,"frozenset({'abtest_control', 'seller_privat'})","frozenset({'offerType_Angebot', 'notRepairedDamage_nein'})",0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
296,"frozenset({'notRepairedDamage_nein', 'abtest_control'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.3438,1.0,0.3438,1.0,1.0,0.0,inf
297,frozenset({'abtest_control'}),"frozenset({'offerType_Angebot', 'seller_privat', 'notRepairedDamage_nein'})",0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
298,"frozenset({'offerType_Angebot', 'abtest_control', 'nrOfPictures_0'})",frozenset({'seller_privat'}),0.4856,1.0,0.4856,1.0,1.0,0.0,inf
299,"frozenset({'offerType_Angebot', 'abtest_control', 'seller_privat'})",frozenset({'nrOfPictures_0'}),0.4856,1.0,0.4856,1.0,1.0,0.0,inf
300,"frozenset({'abtest_control', 'nrOfPictures_0', 'seller_privat'})",frozenset({'offerType_Angebot'}),0.4856,1.0,0.4856,1.0,1.0,0.0,inf
301,"frozenset({'offerType_Angebot', 'abtest_control'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.4856,1.0,0.4856,1.0,1.0,0.0,inf
302,"frozenset({'abtest_control', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.4856,1.0,0.4856,1.0,1.0,0.0,inf
303,"frozenset({'abtest_control', 'seller_privat'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.4856,1.0,0.4856,1.0,1.0,0.0,inf
304,frozenset({'abtest_control'}),"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'seller_privat'})",0.4856,1.0,0.4856,1.0,1.0,0.0,inf
305,"frozenset({'offerType_Angebot', 'abtest_test', 'gearbox_manuell'})",frozenset({'seller_privat'}),0.3796,1.0,0.3796,1.0,1.0,0.0,inf
306,"frozenset({'offerType_Angebot', 'abtest_test', 'seller_privat'})",frozenset({'gearbox_manuell'}),0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
